Student_ID,Distance_KM,Dropped_Out,Attendance_Rate,Family_Income_Low,Family_Income_Medium,Gender_Male
1001,8.116262258099887,0,62.953731289214105,True,False,True
1002,19.063571821788408,0,61.1692042923386,True,False,False
1003,14.907884894416696,0,98.78518759651138,False,False,False
1004,12.374511199743695,0,89.33907090267466,True,False,False
1005,3.964354168406294,0,100.0,False,False,True
1006,3.96389588638785,1,75.83180002736549,True,False,False
1007,2.1035886311957896,0,,False,True,False
1008,17.457346769723767,1,,False,False,True
1009,12.421185223120967,0,70.69376695327486,True,False,True
1010,14.453378978124864,1,,True,False,True
1011,1.3911053916202465,0,76.26015286386527,True,False,True
1012,19.428287191077892,1,63.16130107670705,False,True,False
1013,16.816410175208013,0,81.62863383246304,False,True,True
1014,5.034443102887247,0,77.55015328470314,False,True,False
1015,4.4546743769349115,0,79.31523065513584,True,False,True
1016,4.484685687215243,0,100.0,True,False,True
1017,6.780602616231217,0,,True,False,False
1018,10.97037220101252,1,86.35090504280143,True,False,False
1019,9.206955354200199,0,100.0,False,True,False
1020,6.533353663762797,0,94.59925603942571,False,False,True
1021,12.62520499972521,0,92.29754547682268,False,True,True
1022,3.6503833523887947,1,70.3996767671925,True,False,False
1023,6.550748322169145,0,78.44464583351696,False,False,False
1024,7.960875022580142,0,55.22585561955087,False,True,True
1025,9.665329700123683,0,82.48371601446621,False,False,False
1026,15.918343266467259,0,,False,True,False
1027,4.793801861008835,0,75.35077687734271,True,False,True
1028,10.770454329858621,0,90.40792182364291,True,False,False
1029,12.255876808378806,0,56.88337766363405,False,True,True
1030,1.8825578416799567,0,99.52294276740521,True,False,True
1031,12.54335218612733,0,88.52647031910426,True,False,True
1032,4.239958350058539,0,73.9404903052204,False,True,False
1033,2.235980266720311,0,,False,True,False
1034,19.02882520781333,0,82.20916822872891,False,True,False
1035,19.347008628416628,0,,True,False,False
1036,16.35954961421276,0,76.52411578035016,True,False,True
1037,6.787661614294043,0,,False,True,True
1038,2.8557701661212933,0,75.27177716438807,False,False,False
1039,14.00042750373098,0,,False,True,False
1040,9.362897381052425,0,69.46675345594464,False,False,False
1041,3.3187264620507975,0,74.55738602071393,False,True,False
1042,10.408361292114133,0,96.95153481391492,False,True,True
1043,1.6533819011891495,1,77.20516250419296,True,False,False
1044,18.27708763949686,0,92.05588290068283,False,True,True
1045,5.916819650400321,0,61.33079914645562,False,True,False
1046,13.587923402725657,0,71.92061217557229,False,True,False
1047,6.9225104456988085,0,97.26651057660342,True,False,False
1048,10.881292402378406,0,,False,True,True
1049,11.387495307522313,0,,True,False,False
1050,4.512234654985013,1,78.85027846337218,False,True,True
1051,19.422107927526614,0,60.1626822301052,True,False,True
1052,15.727523643861176,0,68.79284822067154,False,False,False
1053,18.850479889719594,0,76.6895502273846,True,False,True
1054,18.001719658125328,0,75.70022601242943,True,False,True
1055,12.360099597410617,0,94.20528031255704,True,False,True
1056,18.51561046543922,0,98.1218579224838,False,True,False
1057,2.6813575389864703,0,62.15872691998633,True,False,True
1058,4.723674385963759,0,76.66902778751235,True,False,True
1059,1.8593184893002233,1,85.11372462637148,False,True,False
1060,7.181276284502022,0,97.74521198698795,True,False,False
1061,8.384868504100158,0,85.77735445975694,False,False,True
1062,6.155631603704022,0,79.36370102388497,False,False,True
1063,16.746012673886657,0,84.99813797973945,False,True,True
1064,7.778313207178196,1,85.1065325150439,True,False,True
1065,6.337755684060235,0,61.08428561573447,False,True,False
1066,11.31122558000672,0,77.89198188759403,True,False,False
1067,3.6775602745204905,0,96.88741491283037,True,False,True
1068,16.241742634326755,0,71.88964846958993,True,False,False
1069,2.4164622299156457,0,76.94169963821166,False,False,True
1070,19.75085179540983,0,71.36225325710967,True,False,False
1071,15.67265061663649,1,40.29210756589688,False,True,False
1072,4.775597949149276,0,,False,True,True
1073,1.1049202253484456,0,79.5268789597931,True,False,True
1074,16.49376714064185,0,67.31259913678647,True,False,True
1075,14.430289533104725,0,57.68044576672908,False,False,True
1076,14.851136192778759,0,61.79090310327526,False,True,False
1077,15.65413658703297,0,86.46281424203346,False,True,False
1078,2.4068483829477167,0,100.0,True,False,True
1079,7.81084884234118,0,95.73650011358149,True,False,False
1080,3.2015121309774646,0,54.83480992754173,True,False,False
1081,17.398965091636278,0,87.81940965826054,True,False,True
1082,12.8426644097236,1,65.05256436286065,True,False,True
1083,7.2870624722003345,0,66.26599406236835,False,False,False
1084,2.207608655434449,1,68.07036603043073,True,False,True
1085,6.908664112597582,0,,True,False,True
1086,7.178483118508193,0,89.38880064673558,False,True,False
1087,14.862517388423218,0,73.52953393080318,False,True,False
1088,13.11359195574905,0,73.78393888487963,True,False,True
1089,17.857042108950203,1,81.9639561485369,False,True,False
1090,9.972083578077036,0,83.51991809286363,True,False,True
1091,3.272290672827732,1,92.64338560137793,True,False,True
1092,14.551650957236905,0,55.73442036736202,True,False,False
1093,15.454915923721051,0,75.30041009706045,False,False,False
1094,11.664266753820428,0,58.979634361632336,True,False,True
1095,15.648376419136659,0,74.23586581404895,True,False,True
1096,10.382116330923424,0,71.60737068478859,True,False,True
1097,10.931923758257888,0,74.29875819145947,False,False,False
1098,9.123279348812442,0,63.003856678342025,True,False,True
1099,1.4829634081378087,0,52.69065310188857,True,False,False
1100,3.049937112872785,0,43.58343709927645,True,False,True
1101,1.5971545280479509,0,73.03229768602739,True,False,False
1102,13.091797814011828,0,68.53498341250591,False,True,True
1103,6.972763640450207,0,64.86093502794259,False,True,False
1104,10.662843132129353,0,94.8382269424749,True,False,True
1105,18.243763004595767,1,62.10842719807034,True,False,True
1106,5.736552353828624,0,96.25251123208204,True,False,True
1107,8.797275537676965,0,,True,False,True
1108,15.355471632317926,1,45.736492998159285,True,False,False
1109,5.347165144340827,1,76.38572188498455,False,True,False
1110,2.462618286747067,1,69.00455263746014,False,False,False
1111,6.505277605361592,0,31.322940829241013,False,False,False
1112,4.0632044578260835,0,53.330381203973786,False,False,False
1113,18.66425539450889,0,86.62404160662712,False,True,True
1114,16.35428721172392,0,,False,True,False
1115,13.034671373698046,1,88.54017214048872,True,False,False
1116,17.557751213566636,0,79.85448708769466,False,True,False
1117,16.269769461083175,0,,True,False,False
1118,4.544831118834681,0,100.0,True,False,True
1119,17.95862097130958,0,100.0,False,True,True
1120,11.247502596397364,0,66.1973598071372,True,False,True
1121,16.341362948117187,0,45.00020159534563,True,False,True
1122,18.025734698546373,1,43.527188050931976,False,False,False
1123,7.042066024465414,1,94.82821488239703,True,False,False
1124,3.090986566025858,0,74.2941218883842,True,False,True
1125,5.330768088296892,0,77.74862865688078,False,False,True
1126,9.11504798389887,0,48.1402351056493,False,True,False
1127,16.54228055252737,0,63.702166308173005,False,True,False
1128,17.353881081870526,1,70.56778779148827,True,False,True
1129,1.1320904800926233,0,78.11757575046106,True,False,True
1130,10.704198748973749,0,69.02111941629362,False,False,True
1131,8.930809059826801,0,59.44010702547986,False,True,True
1132,5.220048398943875,0,,False,True,False
1133,3.277441979339973,0,93.1248492892085,True,False,False
1134,7.414688256668931,0,78.6717692940525,True,False,False
1135,18.915284374337865,0,84.18235210433328,False,False,True
1136,7.14085570839435,0,61.51689283684006,True,False,False
1137,10.857021813123955,0,,False,True,False
1138,14.35736021900838,0,67.15343539673256,True,False,True
1139,7.908962445206585,0,,False,True,True
1140,19.463859571698254,0,80.23518402942119,False,False,True
1141,19.286498603900114,0,,False,True,True
1142,5.7838636206819185,0,,True,False,True
1143,10.447721611955323,0,100.0,False,True,True
1144,6.716687886518623,1,83.53154543009173,False,True,False
1145,6.411969393171884,0,65.55170643640928,True,False,False
1146,1.700851999736123,0,80.21874117181325,False,False,False
1147,12.58172234561804,0,100.0,False,True,False
1148,10.550901441348369,0,100.0,False,False,False
1149,1.9780962737497978,0,66.36993947935382,False,True,False
1150,6.294282820495617,1,78.79775543548948,True,False,True
1151,18.257051833366422,0,53.56099680493283,True,False,True
1152,5.551675922672476,0,87.37002937037144,True,False,True
1153,3.7530025697332388,0,98.30032048583841,False,False,False
1154,10.299602445273697,0,75.59699181174024,False,True,False
1155,19.727358628101413,0,64.98923918459808,False,True,True
1156,5.599050158718508,0,80.40196426916344,True,False,True
1157,13.770575400711692,0,81.2618854704475,True,False,True
1158,15.470772691245633,0,,False,True,True
1159,5.5151133358555935,0,77.68072686503929,True,False,True
1160,14.836110623625332,0,72.39277724295944,True,False,False
